147.800000000	8.000
147.839642668	7.000
147.879285336	11.000
147.918928004	17.000
147.958570672	24.000
147.998213340	30.000
148.037856008	14.000
148.077498676	34.000
148.117141344	19.000
148.156784012	14.000
148.196426680	23.000
148.236069348	31.000
148.275712016	23.000
148.315354684	21.000
148.354997352	20.000
148.394640020	21.000
148.434282688	26.000
148.473925356	28.000
148.513568024	24.000
148.553210692	26.000
148.592853360	19.000
148.632496028	18.000
148.672138696	11.000
148.711781364	18.000
148.751424032	18.000
148.791066700	16.000
148.830709368	10.000
148.870352036	18.000
148.909994704	26.000
148.949637372	12.000
148.989280040	14.000
149.028922708	15.000
149.068565376	19.000
149.108208044	8.000
149.147850712	19.000
149.187493380	20.000
149.227136048	14.000
149.266778716	14.000
149.306421384	17.000
149.346064052	18.000
149.385706720	16.000
149.425349388	22.000
149.464992056	21.000
149.504634724	15.000
149.544277392	23.000
149.583920060	19.000
149.623562728	11.000
149.663205396	11.000
149.702848064	16.000
149.742490732	19.000
149.782133400	14.000
149.821776068	26.000
149.861418736	17.000
149.901061404	17.000
149.940704072	11.000
149.980346740	19.000
150.019989408	16.000
150.059632076	26.000
150.099274744	21.000
150.138917412	19.000
150.178560080	18.000
150.218202748	22.000
150.257845416	21.000
150.297488084	23.000
150.337130752	16.000
150.376773420	13.000
150.416416088	13.000
150.456058756	19.000
150.495701424	13.000
150.535344092	13.000
150.574986760	14.000
150.614629428	10.000
150.654272096	25.000
150.693914764	16.000
150.733557432	24.000
150.773200100	20.000
150.812842768	17.000
150.852485436	12.000
150.892128104	13.000
150.931770772	18.000
150.971413440	23.000
151.011056108	24.000
151.050698776	20.000
151.090341444	22.000
151.129984112	18.000
151.169626780	24.000
151.209269448	22.000
151.248912116	29.000
151.288554784	24.000
151.328197452	23.000
151.367840120	19.000
151.407482788	29.000
151.447125456	22.000
151.486768124	35.000
151.526410792	14.000
151.566053460	32.000
151.605696128	17.000
151.645338796	35.000
151.684981464	18.000
151.724624132	35.000
151.764266800	29.000
151.803909468	23.000
151.843552136	27.000
151.883194804	35.000
151.922837472	20.000
151.962480140	33.000
152.002122808	33.000
152.041765476	32.000
152.081408144	35.000
152.121050812	35.000
152.160693480	24.000
152.200336148	35.000
152.239978816	38.000
152.279621484	27.000
152.319264152	29.000
152.358906820	47.000
152.398549488	33.000
152.438192156	36.000
152.477834824	38.000
152.517477492	33.000
152.557120160	38.000
152.596762828	33.000
152.636405496	45.000
152.676048164	33.000
152.715690832	47.000
152.755333500	30.000
152.794976168	61.000
152.834618836	39.000
152.874261504	35.000
152.913904172	43.000
152.953546840	56.000
152.993189508	69.000
153.032832176	53.000
153.072474844	65.000
153.112117512	54.000
153.151760180	71.000
153.191402848	67.000
153.231045516	63.000
153.270688184	89.000
153.310330852	61.000
153.349973520	55.000
153.389616188	75.000
153.429258856	70.000
153.468901524	74.000
153.508544192	65.000
153.548186860	75.000
153.587829528	85.000
153.627472196	83.000
153.667114864	74.000
153.706757532	84.000
153.746400200	87.000
153.786042868	75.000
153.825685536	77.000
153.865328204	88.000
153.904970872	99.000
153.944613540	69.000
153.984256208	95.000
154.023898876	96.000
154.063541544	113.000
154.103184212	94.000
154.142826880	99.000
154.182469548	103.000
154.222112216	116.000
154.261754884	112.000
154.301397552	123.000
154.341040220	130.000
154.380682888	133.000
154.420325556	145.000
154.459968224	113.000
154.499610892	136.000
154.539253560	168.000
154.578896228	160.000
154.618538896	167.000
154.658181564	176.000
154.697824232	167.000
154.737466900	182.000
154.777109568	196.000
154.816752236	208.000
154.856394904	228.000
154.896037572	254.000
154.935680240	277.000
154.975322908	297.000
155.014965576	283.000
155.054608244	317.000
155.094250912	331.000
155.133893580	382.000
155.173536248	375.000
155.213178916	398.000
155.252821584	443.000
155.292464252	451.000
155.332106920	505.000
155.371749588	544.000
155.411392256	570.000
155.451034924	538.000
155.490677592	642.000
155.530320260	632.000
155.569962928	676.000
155.609605596	725.000
155.649248264	768.000
155.688890932	721.000
155.728533600	839.000
155.768176268	868.000
155.807818936	791.000
155.847461604	850.000
155.887104272	800.000
155.926746940	915.000
155.966389608	835.000
156.006032276	854.000
156.045674944	791.000
156.085317612	906.000
156.124960280	870.000
156.164602948	841.000
156.204245616	851.000
156.243888284	820.000
156.283530952	882.000
156.323173620	833.000
156.362816288	805.000
156.402458956	857.000
156.442101624	827.000
156.481744292	743.000
156.521386960	772.000
156.561029628	780.000
156.600672296	770.000
156.640314964	710.000
156.679957632	741.000
156.719600300	703.000
156.759242968	698.000
156.798885636	705.000
156.838528304	712.000
156.878170972	699.000
156.917813640	641.000
156.957456308	626.000
156.997098976	613.000
157.036741644	618.000
157.076384312	578.000
157.116026980	604.000
157.155669648	529.000
157.195312316	484.000
157.234954984	473.000
157.274597652	479.000
157.314240320	429.000
157.353882988	440.000
157.393525656	422.000
157.433168324	387.000
157.472810992	369.000
157.512453660	379.000
157.552096328	342.000
157.591738996	328.000
157.631381664	324.000
157.671024332	302.000
157.710667000	288.000
157.750309668	259.000
157.789952336	300.000
157.829595004	259.000
157.869237672	263.000
157.908880340	252.000
157.948523008	241.000
157.988165676	223.000
158.027808344	211.000
158.067451012	203.000
158.107093680	201.000
158.146736348	164.000
158.186379016	136.000
158.226021684	176.000
158.265664352	175.000
158.305307020	152.000
158.344949688	159.000
158.384592356	139.000
158.424235024	132.000
158.463877692	143.000
158.503520360	128.000
158.543163028	132.000
158.582805696	140.000
158.622448364	117.000
158.662091032	133.000
158.701733700	110.000
158.741376368	114.000
158.781019036	104.000
158.820661704	97.000
158.860304372	123.000
158.899947040	109.000
158.939589708	79.000
158.979232376	71.000
159.018875044	86.000
159.058517712	76.000
159.098160380	97.000
159.137803048	70.000
159.177445716	72.000
159.217088384	90.000
159.256731052	80.000
159.296373720	76.000
159.336016388	76.000
159.375659056	68.000
159.415301724	73.000
159.454944392	73.000
159.494587060	67.000
159.534229728	64.000
159.573872396	51.000
159.613515064	58.000
159.653157732	72.000
159.692800400	68.000
159.732443068	70.000
159.772085736	45.000
159.811728404	63.000
159.851371072	70.000
159.891013740	52.000
159.930656408	51.000
159.970299076	67.000
160.009941744	60.000
160.049584412	51.000
160.089227080	43.000
160.128869748	60.000
160.168512416	50.000
160.208155084	54.000
160.247797752	45.000
160.287440420	60.000
160.327083088	36.000
160.366725756	49.000
160.406368424	34.000
160.446011092	53.000
160.485653760	41.000
160.525296428	50.000
160.564939096	49.000
160.604581764	38.000
160.644224432	42.000
160.683867100	44.000
160.723509768	54.000
160.763152436	42.000
160.802795104	32.000
160.842437772	43.000
160.882080440	32.000
160.921723108	41.000
160.961365776	46.000
161.001008444	40.000
161.040651112	35.000
161.080293780	36.000
161.119936448	38.000
161.159579116	40.000
161.199221784	48.000
161.238864452	38.000
161.278507120	31.000
161.318149788	32.000
161.357792456	30.000
161.397435124	40.000
161.437077792	36.000
161.476720460	43.000
161.516363128	41.000
161.556005796	37.000
161.595648464	42.000
161.635291132	28.000
161.674933800	43.000
161.714576468	42.000
161.754219136	39.000
161.793861804	44.000
161.833504472	40.000
161.873147140	45.000
161.912789808	41.000
161.952432476	52.000
161.992075144	48.000
162.031717812	44.000
162.071360480	44.000
162.111003148	45.000
162.150645816	46.000
162.190288484	43.000
162.229931152	53.000
162.269573820	41.000
162.309216488	45.000
162.348859156	50.000
162.388501824	68.000
162.428144492	47.000
162.467787160	40.000
162.507429828	47.000
162.547072496	37.000
162.586715164	17.000
162.626357832	9.000
162.666000500	2.000
